image_path,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,kpt_panda_link0_loc_x,kpt_panda_link0_loc_y,kpt_panda_link0_loc_z,kpt_panda_link0_proj_x,kpt_panda_link0_proj_y,kpt_panda_link2_loc_x,kpt_panda_link2_loc_y,kpt_panda_link2_loc_z,kpt_panda_link2_proj_x,kpt_panda_link2_proj_y,kpt_panda_link3_loc_x,kpt_panda_link3_loc_y,kpt_panda_link3_loc_z,kpt_panda_link3_proj_x,kpt_panda_link3_proj_y,kpt_panda_link4_loc_x,kpt_panda_link4_loc_y,kpt_panda_link4_loc_z,kpt_panda_link4_proj_x,kpt_panda_link4_proj_y,kpt_panda_link6_loc_x,kpt_panda_link6_loc_y,kpt_panda_link6_loc_z,kpt_panda_link6_proj_x,kpt_panda_link6_proj_y,kpt_panda_link7_loc_x,kpt_panda_link7_loc_y,kpt_panda_link7_loc_z,kpt_panda_link7_proj_x,kpt_panda_link7_proj_y,kpt_panda_hand_loc_x,kpt_panda_hand_loc_y,kpt_panda_hand_loc_z,kpt_panda_hand_proj_x,kpt_panda_hand_proj_y
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/001922.rgb.jpg,0.24958964244657378,-0.7021836225362972,0.18335286508187076,-2.497234812290458,-0.2132508800115221,2.288585418000818,0.9302202452843701,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.390285111737884,-0.17904726993296854,0.9992222849270974,163.79366695720896,172.47595438543618,-0.32658786636743176,-0.22948704542948645,0.9849135470345625,187.372878020069,150.9768425890129,0.060227543514358356,-0.20784515309871093,0.9203556879132608,346.04896938079224,153.8415832175876,0.13960046886422164,-0.245666644574219,0.9166850607225621,380.75883382205126,136.9975308594734,0.18424074842500746,-0.15019195653370404,0.8982234956669869,401.87214273305455,177.26056517860292
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/001708.rgb.jpg,0.40811871493039353,-0.38537373310251133,0.33752355843585746,-2.2154753133155345,-0.22448824397610775,2.4933334817292523,0.9300463255392187,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.3132423283336877,-0.22121078414401235,0.9459915032932714,187.5584977053036,150.6420985590279,-0.2377204027461047,-0.2527672258320078,0.9563297692762938,220.55032704886364,138.46963630514963,0.14947161536652795,-0.23718120591421737,1.0203740281367797,378.44030604377775,151.19930782791351,0.21507356003556968,-0.2910596940404839,1.0435579314506687,402.2636494048513,132.63650806890027,0.2826444070161084,-0.20810965117254449,1.0451298813670633,427.97886749012855,164.51135710709417
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/001301.rgb.jpg,0.1108799956772627,-0.8521864834472066,-0.20515066024196824,-2.7655734968973893,-0.14186195189546938,2.215499493881521,0.9292453812642449,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.41028003426333715,-0.15413390345067662,1.0456413895791252,163.08116949663133,185.1721512673604,-0.369533680360873,-0.20659856509141467,0.996718553167302,171.72232009184373,161.2532694767691,-0.04095126142268604,-0.11310580491541261,0.8029275632854129,299.51206398598134,187.78458467866014,0.031182391233500473,-0.12998267271929992,0.7554311688158667,336.3925101743222,175.32132774451108,0.05880968782982124,-0.026745528063925272,0.760706057078586,350.79287836494615,230.014476477458
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/006063.rgb.jpg,0.4765618600189197,-0.34351774601175666,-0.28969908386627957,-2.5380616031766485,-0.36070011544589536,2.21163445648571,-0.03846214647380859,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.30187420031594486,-0.2241086027948352,0.9361689663591949,191.02312435238667,148.42532958322246,-0.22959751251450575,-0.24452106647645228,0.9020271777871244,218.1686603213937,135.7651295334857,0.11057560032156086,-0.06447364927696042,0.8237492698998229,373.5434786101957,212.7923207857545,0.19767087393168872,-0.06132231822384843,0.8115639333279157,417.2393950167887,213.8741003730537,0.1937636633778463,0.04560597028478852,0.8112903966729181,415.34744561794685,266.51759192031477
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/004089.rgb.jpg,-0.14049753850454333,-0.42919088067249866,0.013248064182462738,-2.3398038999789876,-0.06946858405339695,2.041183058759515,0.6661598829299065,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.29634329147114774,-0.22827431146943494,1.0126311827073204,202.9369837950872,154.00315187742763,-0.23822199823905918,-0.25295306646944665,0.9595357561182161,220.6733375905322,138.74506079227427,0.06217803359412652,-0.15648046258002163,0.7256231494177326,354.14193450262536,157.9090782412063,0.13133697908603256,-0.157487500219385,0.6712170272103886,398.0966123857836,150.32664189923307,0.13729187765761988,-0.05079993570940583,0.6768119143344626,400.9665326480862,214.0750425012273
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/001552.rgb.jpg,0.2362689088506772,-0.6393067988816473,-0.23142069603043272,-2.4916217401192924,-0.2898917742559909,2.3245727797503304,0.9299744290934644,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.37465255666108455,-0.1906930463329441,0.994587931180541,169.34796948007394,167.46464545293364,-0.31946850832020085,-0.23042048025792167,0.947868536894575,185.19536334185136,146.94550254729123,0.024025696347482528,-0.16284667500975963,0.7698018016406285,332.36900610305173,159.54945908008776,0.09817977180872653,-0.1954135037971943,0.7353841498436501,373.2531700340679,137.90229728181905,0.13554203114260208,-0.09606286184598434,0.7218744673399524,394.9369474114355,190.89768395569183
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/001082.rgb.jpg,0.05212718249371985,0.22236164006599662,-0.09559039545029233,-1.9042992638668037,-0.27212872997946924,2.6679434622213534,0.9292485666183041,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.1349134149788639,-0.2261601711727062,0.8921766304291582,259.46001259074495,142.79102128802813,-0.06881870581963001,-0.1996189019102333,0.8505437053926779,287.5586995855589,150.30032795531827,0.234187145291359,-0.029430303224490806,0.6675531453359133,460.1012613601673,226.44777248187967,0.3076116932532109,-0.06656991021991171,0.6363524186004126,513.0895377946388,202.26833270570563,0.3451880228291444,0.030030391641895637,0.6097930297556269,546.1315509805308,263.73420236143
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/004677.rgb.jpg,0.5837842912948648,-0.4556196400462606,-0.6401852517008798,-2.2476259925836013,-0.3481293077263581,1.9438811557573206,0.2849160650693931,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.33486289400414654,-0.20838742757063683,0.9267816426576886,175.49200225684015,154.23337435398034,-0.27423782552578957,-0.22787360815981855,0.8743303334458079,194.54101425022512,139.9410773733109,0.06080580878759598,-0.15549705197954594,0.6825762012307179,355.4982375742935,153.05148449291488,0.13946990057104477,-0.15500471597416204,0.6431336066261164,406.5653633696506,147.77585147499664,0.1437246906896135,-0.04854078112994109,0.6529482558064189,407.86688604437774,214.36138301096764
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/005649.rgb.jpg,0.35193540281637703,0.4685349894106533,-0.09172693014060353,-1.61481038212268,-0.022768163777996817,2.0122518456305287,1.244591282703107,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.0562516028075252,-0.20096666362394794,0.90143406080465,294.95599885836873,154.9962366945617,0.013799339259297716,-0.16012146830511859,0.886242433672664,326.11850792371075,171.88152788432353,0.3717223967058766,-0.024602724531896825,0.7979927592584152,506.0649277008235,231.74351857446786,0.45598699533052645,-0.013759854166574659,0.7750600406915407,555.0242053013368,236.96792120185674,0.44671734959305964,0.09166274521210038,0.790844501662548,545.6468050790153,290.3638144472523
../dataset/DREAM_real/panda-3cam_azure/panda-3cam_azure/004617.rgb.jpg,0.8790869437817534,-0.5649373593196119,-0.8482000596489034,-2.2213876678345166,-0.5182468578317238,1.8650367046578835,-0.3828609426868791,-0.19746726,0.39723444,1.04542679,244.4055149160484,395.85813561721443,-0.1965969691096219,0.07011507044730819,0.9831278280727291,239.97563862860844,272.5516794843052,-0.3565565111682949,-0.18256881062449443,0.8810504008379548,158.1561264287884,161.27784803514137,-0.2933301617879038,-0.2028069285728778,0.8320698197273143,179.00391505908863,146.68799364567906,0.06363498049417224,-0.15654244508755372,0.674914690115286,357.5777164573248,151.3995791099862,0.1471738802774664,-0.15652419723521,0.6472515035668671,410.77092946819886,147.45057263618466,0.15009059909503505,-0.04993307680572906,0.6561298928874101,411.31786842873873,213.65767275071263
