img.path,img.serial,img.view,img.ts,joint.path,joint.ts,abs_dt,joint.0,joint.1,joint.2,joint.3,joint.4,joint.5
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/right/zed_34850673_left_1748249364.797.jpg,34850673,left,1748249364.797,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_34850673_1748249364.797.json,1748249364.797,0.0,10.14984433013614,-74.59521000928218,75.4047174737005,-90.80798460705445,-90.0,100.1548480043317
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/right/zed_34850673_right_1748249364.797.jpg,34850673,right,1748249364.797,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_34850673_1748249364.797.json,1748249364.797,0.0,10.14984433013614,-74.59521000928218,75.4047174737005,-90.80798460705445,-90.0,100.1548480043317
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/left/zed_38007749_right_1748249364.809.jpg,38007749,right,1748249364.809,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_38007749_1748249364.809.json,1748249364.809,0.0,10.20379699102722,-74.5949924582302,75.4044999226485,-90.80776705600248,-90.00043510210396,100.2085831141708
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/left/zed_38007749_left_1748249364.809.jpg,38007749,left,1748249364.809,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_38007749_1748249364.809.json,1748249364.809,0.0,10.20379699102722,-74.5949924582302,75.4044999226485,-90.80776705600248,-90.00043510210396,100.2085831141708
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/top/zed_30779426_left_1748249364.821.jpg,30779426,left,1748249364.821,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_30779426_1748249364.821.json,1748249364.821,0.0,10.40350885674505,-74.5936871519183,75.40275951423267,-90.8075495049505,-90.0,100.4093827351485
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/top/zed_30779426_right_1748249364.821.jpg,30779426,right,1748249364.821,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_30779426_1748249364.821.json,1748249364.821,0.0,10.40350885674505,-74.5936871519183,75.40275951423267,-90.8075495049505,-90.0,100.4093827351485
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/right/zed_34850673_left_1748249364.955.jpg,34850673,left,1748249364.955,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_34850673_1748249364.955.json,1748249364.955,0.0,12.71912225402227,-74.58041653774752,75.38448522586634,-90.80385113706683,-89.99934734684406,102.7169467435024
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/right/zed_34850673_right_1748249364.955.jpg,34850673,right,1748249364.955,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_34850673_1748249364.955.json,1748249364.955,0.0,12.71912225402227,-74.58041653774752,75.38448522586634,-90.80385113706683,-89.99934734684406,102.7169467435024
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/left/zed_38007749_right_1748249364.960.jpg,38007749,right,1748249364.96,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_38007749_1748249364.960.json,1748249364.96,0.0,12.70084796565594,-74.5806340887995,75.38448522586634,-90.80385113706683,-89.99912979579207,102.698454904084
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/left/zed_38007749_left_1748249364.960.jpg,38007749,left,1748249364.96,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_38007749_1748249364.960.json,1748249364.96,0.0,12.70084796565594,-74.5806340887995,75.38448522586634,-90.80385113706683,-89.99912979579207,102.698454904084
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/top/zed_30779426_right_1748249364.969.jpg,30779426,right,1748249364.969,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_30779426_1748249364.969.json,1748249364.969,0.0,12.87945737933168,-74.58019898669555,75.38296236850248,-90.80341603496286,-89.99956489789604,102.8796749303836
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/top/zed_30779426_left_1748249364.969.jpg,30779426,left,1748249364.969,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_30779426_1748249364.969.json,1748249364.969,0.0,12.87945737933168,-74.58019898669555,75.38296236850248,-90.80341603496286,-89.99956489789604,102.8796749303836
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/left/zed_38007749_left_1748249365.095.jpg,38007749,left,1748249365.095,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_7th_250526/joint/joint_38007749_1748249365.095.json,1748249365.095,0.0,15.1918075108292,-74.5651879641089,75.36425297803218,-90.7997176670792,-90.00021755105197,105.192895266089
