image_timestamp,image_path,robot_timestamp,position_fr3_joint1,velocity_fr3_joint1,effort_fr3_joint1,position_fr3_joint2,velocity_fr3_joint2,effort_fr3_joint2,position_fr3_joint3,velocity_fr3_joint3,effort_fr3_joint3,position_fr3_joint4,velocity_fr3_joint4,effort_fr3_joint4,position_fr3_joint5,velocity_fr3_joint5,effort_fr3_joint5,position_fr3_joint6,velocity_fr3_joint6,effort_fr3_joint6,position_fr3_joint7,velocity_fr3_joint7,effort_fr3_joint7,position_fr3_finger_joint1,velocity_fr3_finger_joint1,effort_fr3_finger_joint1,position_fr3_finger_joint2,velocity_fr3_finger_joint2,effort_fr3_finger_joint2,time_difference_s
1756275914.271,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view4/zed_49045152_right_1756275914.271.jpg,1756275914.3,0.6479872884383371,0.1306306167868039,0.44800281524658203,-0.10832364776432245,0.02070894034927619,-25.961580276489258,0.20977270918106578,-0.15557216757941253,-0.8281058669090271,-1.920136557681049,-0.020165243060235996,22.454694747924805,0.8858204546486472,-0.2459424052617801,-1.5179256200790405,3.1024716898719182,-0.16675370950345342,1.4302524328231812,-2.387600814159662,0.18437374592967065,0.404549241065979,0.0,0.0,0.0,0.0,0.0,0.0,0.00429987907409668
1756275914.271,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view4/zed_49045152_left_1756275914.271.jpg,1756275914.3,0.6479872884383371,0.1306306167868039,0.44800281524658203,-0.10832364776432245,0.02070894034927619,-25.961580276489258,0.20977270918106578,-0.15557216757941253,-0.8281058669090271,-1.920136557681049,-0.020165243060235996,22.454694747924805,0.8858204546486472,-0.2459424052617801,-1.5179256200790405,3.1024716898719182,-0.16675370950345342,1.4302524328231812,-2.387600814159662,0.18437374592967065,0.404549241065979,0.0,0.0,0.0,0.0,0.0,0.0,0.00429987907409668
1756275914.348,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view1/zed_41182735_right_1756275914.348.jpg,1756275914.367,0.6567991919666755,0.12108313012138094,0.26947498321533203,-0.10678853921618901,0.02148041519245349,-26.215486526489258,0.19933253080592706,-0.14203622181336945,-1.1653251647949219,-1.9216366472206952,-0.02610738357535782,22.847455978393555,0.8694048431168276,-0.2570358037449071,-1.4922908544540405,3.0917727895246654,-0.16166792623295048,1.4906772375106812,-2.3761846243386624,0.15454916801142116,0.370674729347229,0.0,0.0,0.0,0.0,0.0,0.0,0.014299869537353516
1756275914.348,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view1/zed_41182735_left_1756275914.348.jpg,1756275914.367,0.6567991919666755,0.12108313012138094,0.26947498321533203,-0.10678853921618901,0.02148041519245349,-26.215486526489258,0.19933253080592706,-0.14203622181336945,-1.1653251647949219,-1.9216366472206952,-0.02610738357535782,22.847455978393555,0.8694048431168276,-0.2570358037449071,-1.4922908544540405,3.0917727895246654,-0.16166792623295048,1.4906772375106812,-2.3761846243386624,0.15454916801142116,0.370674729347229,0.0,0.0,0.0,0.0,0.0,0.0,0.014299869537353516
1756275914.401,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view2/zed_49429257_right_1756275914.401.jpg,1756275914.433,0.6658897173150671,0.12739264918455687,0.602726936340332,-0.10525767056109495,0.02465650498838465,-26.751070022583008,0.18876301957381456,-0.1658498766709821,-0.4948539137840271,-1.923107842562533,-0.019209501841383397,22.847455978393555,0.852913664170632,-0.2438660594590726,-1.5051082372665405,3.081140842463951,-0.15669086401524315,1.5108188390731812,-2.3646020966495334,0.17869931390476793,0.418282151222229,0.0,0.0,0.0,0.0,0.0,0.0,0.0012998580932617188
1756275914.401,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view2/zed_49429257_left_1756275914.401.jpg,1756275914.433,0.6658897173150671,0.12739264918455687,0.602726936340332,-0.10525767056109495,0.02465650498838465,-26.751070022583008,0.18876301957381456,-0.1658498766709821,-0.4948539137840271,-1.923107842562533,-0.019209501841383397,22.847455978393555,0.852913664170632,-0.2438660594590726,-1.5051082372665405,3.081140842463951,-0.15669086401524315,1.5108188390731812,-2.3646020966495334,0.17869931390476793,0.418282151222229,0.0,0.0,0.0,0.0,0.0,0.0,0.0012998580932617188
1756275914.418,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view3/zed_44377151_right_1756275914.418.jpg,1756275914.467,0.6700199906135825,0.11822411067075879,0.551152229309082,-0.10450864609167713,0.019528744419146905,-26.675691604614258,0.18349766078867177,-0.1504941866604296,-0.7765311598777771,-1.9237397967755223,-0.018743173238337973,22.795881271362305,0.8445598108142425,-0.24859818948496365,-1.4263728857040405,3.0760401373385884,-0.150661119378053,1.5639194250106812,-2.358911620118405,0.16509977280266028,0.336800217628479,0.0,0.0,0.0,0.0,0.0,0.0,0.015700101852416992
1756275914.418,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view3/zed_44377151_left_1756275914.418.jpg,1756275914.467,0.6700199906135825,0.11822411067075879,0.551152229309082,-0.10450864609167713,0.019528744419146905,-26.675691604614258,0.18349766078867177,-0.1504941866604296,-0.7765311598777771,-1.9237397967755223,-0.018743173238337973,22.795881271362305,0.8445598108142425,-0.24859818948496365,-1.4263728857040405,3.0760401373385884,-0.150661119378053,1.5639194250106812,-2.358911620118405,0.16509977280266028,0.336800217628479,0.0,0.0,0.0,0.0,0.0,0.0,0.015700101852416992
1756275914.645,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view4/zed_49045152_right_1756275914.645.jpg,1756275914.667,0.6963330528541731,0.12061754488679637,0.781254768371582,-0.10137317053339452,0.013353972638162672,-26.675691604614258,0.15203216824332677,-0.1530306966396448,-0.5464286208152771,-1.9278511828330585,-0.01818860466519116,22.688764572143555,0.795603711365145,-0.24290220835450704,-1.2954524755477905,3.044759262740952,-0.1726575901461109,1.6170200109481812,-2.3246658534530127,0.18968077477812284,0.336800217628479,0.0,0.0,0.0,0.0,0.0,0.0,0.011299848556518555
1756275914.645,../dataset/franka_research3/franka_research3_pose1/Panda_dataset_1th/view4/zed_49045152_left_1756275914.645.jpg,1756275914.667,0.6963330528541731,0.12061754488679637,0.781254768371582,-0.10137317053339452,0.013353972638162672,-26.675691604614258,0.15203216824332677,-0.1530306966396448,-0.5464286208152771,-1.9278511828330585,-0.01818860466519116,22.688764572143555,0.795603711365145,-0.24290220835450704,-1.2954524755477905,3.044759262740952,-0.1726575901461109,1.6170200109481812,-2.3246658534530127,0.18968077477812284,0.336800217628479,0.0,0.0,0.0,0.0,0.0,0.0,0.011299848556518555
