img.path,img.serial,img.view,img.ts,joint.path,joint.ts,abs_dt,joint.0,joint.1,joint.2,joint.3,joint.4,joint.5,roi.path,roi.x1,roi.y1,roi.x2,roi.y2
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/left/zed_38007749_left_1748249049.866.jpg,38007749,left,1748249049.866,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_38007749_1748249049.866.json,1748249049.866,0.0,29.33741201268564,-105.5381487855817,106.3050162438118,-90.76795521349008,-90.0,119.3378471147896,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_38007749_left_1748249049.866.jpg,247,261,858,1008
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/left/zed_38007749_right_1748249049.866.jpg,38007749,right,1748249049.866,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_38007749_1748249049.866.json,1748249049.866,0.0,29.33741201268564,-105.5381487855817,106.3050162438118,-90.76795521349008,-90.0,119.3378471147896,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_38007749_right_1748249049.866.jpg,108,263,753,1008
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/top/zed_30779426_right_1748249049.872.jpg,30779426,right,1748249049.872,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_30779426_1748249049.872.json,1748249049.872,0.0,29.157497292698,-105.5372785813737,106.3041460396039,-90.76839031559406,-90.00043510210396,119.15553933323,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_30779426_right_1748249049.872.jpg,645,396,1072,980
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/top/zed_30779426_left_1748249049.872.jpg,30779426,left,1748249049.872,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_30779426_1748249049.872.json,1748249049.872,0.0,29.157497292698,-105.5372785813737,106.3041460396039,-90.76839031559406,-90.00043510210396,119.15553933323,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_30779426_left_1748249049.872.jpg,768,398,1196,978
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/right/zed_34850673_left_1748249049.883.jpg,34850673,left,1748249049.883,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_34850673_1748249049.883.json,1748249049.883,0.0,29.13987565748762,-105.5370610303218,106.3039284885519,-90.76860786664604,-90.00021755105197,119.1377001469678,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_34850673_left_1748249049.883.jpg,1200,156,1901,1029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/right/zed_34850673_right_1748249049.883.jpg,34850673,right,1748249049.883,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_34850673_1748249049.883.json,1748249049.883,0.0,29.13987565748762,-105.5370610303218,106.3039284885519,-90.76860786664604,-90.00021755105197,119.1377001469678,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_34850673_right_1748249049.883.jpg,1016,153,1747,1029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/left/zed_38007749_left_1748249050.019.jpg,38007749,left,1748249050.019,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_38007749_1748249050.019.json,1748249050.019,0.0,26.79511041924505,-105.5176989866955,106.291310527537,-90.77469929610147,-90.00043510210396,116.7918471534653,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_38007749_left_1748249050.019.jpg,251,263,870,1008
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/left/zed_38007749_right_1748249050.019.jpg,38007749,right,1748249050.019,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_38007749_1748249050.019.json,1748249050.019,0.0,26.79511041924505,-105.5176989866955,106.291310527537,-90.77469929610147,-90.00043510210396,116.7918471534653,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_38007749_right_1748249050.019.jpg,108,263,765,1008
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/top/zed_30779426_right_1748249050.027.jpg,30779426,right,1748249050.027,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_30779426_1748249050.027.json,1748249050.027,0.0,26.70526183477723,-105.5170463335396,106.290875425433,-90.77491684715346,-90.00021755105197,116.7013459158416,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_30779426_right_1748249050.027.jpg,656,383,1068,976
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/top/zed_30779426_left_1748249050.027.jpg,30779426,left,1748249050.027,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_3rd_250526/joint/joint_30779426_1748249050.027.json,1748249050.027,0.0,26.70526183477723,-105.5170463335396,106.290875425433,-90.77491684715346,-90.00021755105197,116.7013459158416,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/preprocessed_roi/Fr5_intertek_3rd_250526_zed_30779426_left_1748249050.027.jpg,783,383,1192,974
